homepage,ip,address,ip_range,provider,lat,lon
http://2001.ukrcensus.gov.ua,194.44.147.62,"UARNet Ukrainian Academic and Research Network 1 Svientsitsky Street, Lviv 79011, Ukraine","['194.44.0.0', '194.44.255.255']",UA-ZZ-940217,49.82385,24.033702
http://7aac.gov.ua,104.21.69.142,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://academia.gov.ua,176.103.56.62,"42-A Tobolskaya street, office 230, Kharkov, Ukraine","['176.103.48.0', '176.103.63.255']",XServer,49.9903,36.2304
http://academy.kvs.gov.ua,193.19.229.52,"Internet Ukraine Ltd. Naukova str. 5 Lviv, Ukraine","['193.19.228.0', '193.19.231.255']",GENERAL-NETWORKS,49.8193205,24.0481605
http://adm.od.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://akim.gov.ua,178.20.153.53,"01032, Ukraine, Kiev bul. Tarasa Shevchenko 36b, office 15","['178.20.152.0', '178.20.153.255']",FREEHOST-DC,50.441147,30.497696
http://algeria.mfa.gov.ua,104.18.15.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://andriivka-miskrada.gov.ua,195.248.234.252,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['195.248.234.0', '195.248.235.255']",BESTHOSTING-NET,44.9333,34.1
http://angola.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://apladm.dn.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://apladm.dp.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://apladm.hr.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://apladm.lv.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://apladm.od.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://arbuzinka.mk.gov.ua,217.77.210.254,"Wild Park 327029 Lenina av. 52 Nikolaev, Ukraine","['217.77.209.0', '217.77.212.255']",WPARK,46.9713,32.0042
http://archivelviv.gov.ua,194.44.147.62,"UARNet Ukrainian Academic and Research Network 1 Svientsitsky Street, Lviv 79011, Ukraine","['194.44.0.0', '194.44.255.255']",UA-ZZ-940217,49.82385,24.033702
http://argentina.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://ark.gp.gov.ua,194.44.225.103,"Ukrainian Academic and Research Network 1 Svientsitsky Street, Lviv 79011, Ukraine","['194.44.224.0', '194.44.225.255']",UARNET-DOBROTVIR-LL-20110228,49.82385,24.033702
http://armenia.mfa.gov.ua,104.18.15.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://artemrada.gov.ua,91.223.223.215,"st. Yuriya Popravky, 4/39-A, of. 379 02094 Kyiv UKRAINE","['91.223.223.0', '91.223.223.255']",UA-HOSTPROLAB,50.454209,30.637312
http://askania-nova-zapovidnik.gov.ua,193.169.189.38,"st. Yuriya Popravky, 4/39-A, of. 379 02094 Kyiv UKRAINE","['193.169.188.0', '193.169.189.255']",UA-HOSTPROLAB,50.454209,30.637312
http://australia.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://austria.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://avangard.odessa.gov.ua,193.200.212.33,admin.iac@odessa.gov.ua,"['193.200.212.0', '193.200.212.255']",OIAC-NET,,
http://avv.gov.ua,109.87.35.40,Prirechnaya 25a Kiev Ukraine,"['109.87.35.0', '109.87.35.255']",TRIOLAN,50.449321,30.509663
http://azerbaijan.mfa.gov.ua,104.18.15.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://balakliya-rda.gov.ua,185.67.3.64,"st. Yuriya Popravky, 4/39-A, of. 379 02094 Kyiv UKRAINE","['185.67.0.0', '185.67.3.255']",UA-HOSTPROLAB-20140812,50.454209,30.637312
http://balta-rada.gov.ua,176.114.0.20,"Belogorodskaya str., 11a 08154 Boyarka UKRAINE","['176.114.0.0', '176.114.15.255']",THEHOST-NETWORK-3-6,47.4115568,23.8633268
http://barvinkove-rda.gov.ua,193.0.61.24,"per Zahidniy 3c, of 3-13 Kiev, Ukraine","['193.0.61.0', '193.0.61.255']",CITYHOST-UA,50.45,30.52361
http://bashtanka.mk.gov.ua,217.77.210.254,"Wild Park 327029 Lenina av. 52 Nikolaev, Ukraine","['217.77.209.0', '217.77.212.255']",WPARK,46.9713,32.0042
http://bcrda.gov.ua,195.248.234.198,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['195.248.234.0', '195.248.235.255']",BESTHOSTING-NET,44.9333,34.1
http://bc.te.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://belarus.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://belgium.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://berdichev-rayrada.zt.gov.ua,213.108.45.142,"Ukraine, Zhytomyr, L.Ukrainki str., 38","['213.108.40.0', '213.108.47.255']",Electra-ua,50.65,28.52
http://beregovo-beregszasz.gov.ua,195.234.4.62,"03038, box 21, Kyiv, Ukraine","['195.234.4.0', '195.234.5.255']",HST-1GB,50.426006,30.506851
http://bereg-rda.gov.ua,195.248.234.198,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['195.248.234.0', '195.248.235.255']",BESTHOSTING-NET,44.9333,34.1
http://bermrada.gov.ua,194.187.216.25,"Rivne, Ukraine","['194.187.216.0', '194.187.219.255']",RICC-NET,50.74,26.35
http://bhrr.gov.ua,89.184.78.244,"Internet Invest Ltd. 50 Gaydara str., Kyiv, Ukraine, 01033","['89.184.64.0', '89.184.79.255']",MIROHOST,50.470785,30.476065
http://bibrka-rada.gov.ua,91.200.40.51,"P.E. Kravchenko K.V., P.O. Box 265, Kyiv-222, 02222, Kiev, Ukraine","['91.200.40.0', '91.200.43.255']",HVOSTING-NET,50.509303,30.607619
http://bil-gromada.gov.ua,195.248.234.252,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['195.248.234.0', '195.248.235.255']",BESTHOSTING-NET,44.9333,34.1
http://bilopillya-meria.gov.ua,195.248.234.252,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['195.248.234.0', '195.248.235.255']",BESTHOSTING-NET,44.9333,34.1
http://bilyaivka.odessa.gov.ua,193.200.212.33,admin.iac@odessa.gov.ua,"['193.200.212.0', '193.200.212.255']",OIAC-NET,,
http://bio.gov.ua,77.87.198.66,"Internet Invest Ltd. 50 Gaydara str., Kyiv, Ukraine, 01033","['77.87.192.0', '77.87.199.255']",MIROHOST,50.470785,30.476065
http://bk.loga.gov.ua,193.29.204.71,"Kyiv, Ukraine ","['193.29.204.0', '193.29.204.255']",ORG-SCFC1-RIPE,50.25,30.5
http://bliznjuki-selrada.gov.ua,195.248.234.252,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['195.248.234.0', '195.248.235.255']",BESTHOSTING-NET,44.9333,34.1
http://blp.sm.gov.ua,193.34.92.244,"Sumski Telecom Systems Ltd 21 Internatsionalistiv street, Sumy, 40034, Ukraine","['193.34.92.0', '193.34.95.255']",TKSYS-NET,51.0,34.0
http://bogodukhivrda.gov.ua,91.203.147.201,"56, Poltavsky Shlyah str.","['91.203.144.0', '91.203.147.255']",GOODNET-NET,48.881151,2.351614
http://bogorda.if.gov.ua,185.156.42.4,"st. Yuriya Popravky, 4/39-A, of. 379 02094 Kyiv UKRAINE","['185.156.40.0', '185.156.43.255']",UA-HOSTPROLAB-20160615,50.454209,30.637312
http://bolgradska-gromada.gov.ua,195.248.234.198,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['195.248.234.0', '195.248.235.255']",BESTHOSTING-NET,44.9333,34.1
http://bratske.mk.gov.ua,217.77.210.254,"Wild Park 327029 Lenina av. 52 Nikolaev, Ukraine","['217.77.209.0', '217.77.212.255']",WPARK,46.9713,32.0042
http://brazil.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://br.ko.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://brn.sm.gov.ua,193.34.92.244,"Sumski Telecom Systems Ltd 21 Internatsionalistiv street, Sumy, 40034, Ukraine","['193.34.92.0', '193.34.95.255']",TKSYS-NET,51.0,34.0
http://brovary-rada.gov.ua,91.197.59.42,"Kyiv, blvrd. Lesi Ukrainki 34","['91.197.58.0', '91.197.59.255']",GARUDANET,50.1537,30.7421
http://bsr.gov.ua,185.68.16.183,"Hosting Ukraine LTD PO Box 65 04112, Kiev, Ukraine","['185.68.16.0', '185.68.16.255']",HUPROXY,50.466847,30.449383
http://buchachmiskrada.gov.ua,185.104.45.16,"Hosting Ukraine LTD PO Box 65 04112, Kiev, Ukraine","['185.104.45.0', '185.104.45.255']",HOSTING-UKRAINE-WEB,50.466847,30.449383
http://bulgaria.mfa.gov.ua,104.18.15.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://buryn-miskrada.gov.ua,194.28.172.236,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['194.28.172.0', '194.28.175.255']",BESTHOSTING-NET2,44.9333,34.1
http://busk-rda.gov.ua,185.68.16.190,"Hosting Ukraine LTD PO Box 65 04112, Kiev, Ukraine","['185.68.16.0', '185.68.16.255']",HUPROXY,50.466847,30.449383
http://buvrzp.gov.ua,116.202.227.84,Hetzner Online GmbH Industriestrasse 25 D-91710 Gunzenhausen Germany,"['116.202.0.0', '116.203.255.255']",DE-HETZNER-2010117,49.124827,10.780514
http://buvrzt.gov.ua,91.231.86.20,"61146, Ukraine, Kharkov Geroev Truda str., 28A , 2 apt.","['91.231.84.0', '91.231.87.255']",UKRNAMES-NET2,50.039637,36.295047
http://bv.loga.gov.ua,193.29.204.71,"Kyiv, Ukraine ","['193.29.204.0', '193.29.204.255']",ORG-SCFC1-RIPE,50.25,30.5
http://canada.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://ccu.gov.ua,212.26.131.198,"51A, Kharkivske shosse str., Kyiv, 02096, Ukraine","['212.26.131.192', '212.26.131.223']",UA-ADAM-LL7651,50.428026,30.648455
http://cdago.gov.ua,91.210.189.242,"Bulgaria, 9010, Varna, ul. D-r Anastasia Golovina, 9, of. 7","['91.210.188.0', '91.210.191.255']",EKVIA,43.20778,27.91694
http://cdiak.archives.gov.ua,185.128.232.229,"03022, UKRAINE, Kyiv, Yurkivska str., 34-A","['185.128.232.0', '185.128.233.255']",GT-DC-CLIENTS,50.392335,30.481684
http://cdnta.archives.gov.ua,185.128.232.229,"03022, UKRAINE, Kyiv, Yurkivska str., 34-A","['185.128.232.0', '185.128.233.255']",GT-DC-CLIENTS,50.392335,30.481684
http://cert.gov.ua,193.29.204.101,"Kyiv, Ukraine ","['193.29.204.0', '193.29.204.255']",ORG-SCFC1-RIPE,50.25,30.5
http://chairman.rada.gov.ua,193.19.152.74,"Verkhovna Rada Grushevskogo str, 5 Kyiv, UA","['193.19.152.0', '193.19.155.255']",RADAUA-NET,50.447295,30.536918
http://chasovrada.gov.ua,31.131.19.5,"61015, Ukraine, Kharkiv, Donbasivskiy alley, 17, of. 59","['31.131.16.0', '31.131.31.255']",VPS-UA,49.59,36.43
http://cherkasy.man.gov.ua,89.184.65.81,"Internet Invest Ltd. 50 Gaydara str., Kyiv, Ukraine, 01033","['89.184.64.0', '89.184.79.255']",MIROHOST,50.470785,30.476065
http://chernjust.gov.ua,31.41.217.93,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['31.41.216.0', '31.41.223.255']",BESTHOSTING-NET3,44.9333,34.1
http://chernyahivrada.gov.ua,130.0.235.185,"22 Brondesbury Park, Willesden NW6 7DL LONDON UNITED KINGDOM","['130.0.232.0', '130.0.239.255']",UK-3NT-20111019,51.544893,-0.217525
http://china.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://chop-rada.gov.ua,195.248.234.198,"21029, Ukraine, Vinnitsa Khmelnytske shose str 112-A","['195.248.234.0', '195.248.235.255']",BESTHOSTING-NET,44.9333,34.1
http://chornuhy.adm-pl.gov.ua,91.219.220.38,"Solver Ltd 1100-letiya Poltavy, 2 Poltava, Ukraine","['91.219.220.0', '91.219.223.255']",SOLVERNET,49.5897,34.5508
http://chuguev-rada.gov.ua,31.131.18.190,"61015, Ukraine, Kharkiv, Donbasivskiy alley, 17, of. 59","['31.131.16.0', '31.131.31.255']",VPS-UA,49.59,36.43
http://chuguevrda.gov.ua,91.239.233.23,"st. Yuriya Popravky, 4/39-A, of. 379 02094 Kyiv UKRAINE","['91.239.232.0', '91.239.235.255']",UA-HOSTPROLAB,50.454209,30.637312
http://chutovo.adm-pl.gov.ua,91.219.220.38,"Solver Ltd 1100-letiya Poltavy, 2 Poltava, Ukraine","['91.219.220.0', '91.219.223.255']",SOLVERNET,49.5897,34.5508
http://ch-zavodska-mr.gov.ua,193.107.108.162,"Ukraine, 39600, Poltavskiy region, Kremenchug, 60 years of October str., 80","['193.107.108.0', '193.107.108.255']",ORG-NL553-RIPE,49.805652,24.898886
http://city-izyum.gov.ua,178.20.153.6,"01032, Ukraine, Kiev bul. Tarasa Shevchenko 36b, office 15","['178.20.152.0', '178.20.153.255']",FREEHOST-DC,50.441147,30.497696
http://civic.kmu.gov.ua,195.78.68.85,"Hrushevsky St, 12/2, Kyiv 01008 Ukraine","['195.78.68.0', '195.78.69.255']",kmu,50.447295,30.536918
http://cka.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://ck.arbitr.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://ck.archives.gov.ua,212.1.94.7,24 Baidy Vishnevetskogo's str. Cherkassy Ukraine 18000,"['212.1.94.0', '212.1.95.255']",CHERCASY-INFOCOM,50.477576,30.346037
http://ck-oda.gov.ua,212.1.94.9,24 Baidy Vishnevetskogo's str. Cherkassy Ukraine 18000,"['212.1.94.0', '212.1.95.255']",CHERCASY-INFOCOM,50.477576,30.346037
http://cmr.gov.ua,193.200.212.147,admin.iac@odessa.gov.ua,"['193.200.212.0', '193.200.212.255']",OIAC-NET,,
http://comin.kmu.gov.ua,195.78.68.80,"Hrushevsky St, 12/2, Kyiv 01008 Ukraine","['195.78.68.0', '195.78.69.255']",kmu,50.447295,30.536918
http://croatia.mfa.gov.ua,104.18.15.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://cuba.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://cyprus.mfa.gov.ua,104.18.15.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://czechia.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://dakiro.kr-admin.gov.ua,195.62.15.59,"Shevchenko st. 10, Kirovograd, 25006, Ukraine","['195.62.14.0', '195.62.15.255']",SHTORM-NET,48.51,32.27
http://dako.gov.ua,193.193.193.93,"01001, PO BOX LUCKY NET, Kiev, Ukraine","['193.193.193.0', '193.193.193.255']",LuckyNet,50.45,30.52361
http://darg.gov.ua,91.206.226.84,"B1 bld., 7D Zdolbunivska str., 02081, Kyiv, Ukraine","['91.206.226.0', '91.206.227.255']",TANHOST-UA,50.414883,30.613238
http://darn.kievcity.gov.ua,104.18.13.30,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://data.gov.ua,195.78.69.147,"Hrushevsky St, 12/2, Kyiv 01008 Ukraine","['195.78.68.0', '195.78.69.255']",kmu,50.447295,30.536918
http://data.rada.gov.ua,193.19.153.66,"Verkhovna Rada Grushevskogo str, 5 Kyiv, UA","['193.19.152.0', '193.19.155.255']",RADAUA-NET,50.447295,30.536918
http://davio.gov.ua,193.243.158.8,Soborna 67 21050 Vinnytsya Ukraine,"['193.243.158.0', '193.243.159.255']",VINNEST,49.814385,23.978694
http://dazv.gov.ua,185.154.212.15,"office 15, Shevchenko bul. 36b Kiev, Ukraine, 01032","['185.154.212.0', '185.154.215.255']",UA-FREEHOST-20160603,50.443647,30.498777
http://denmark.mfa.gov.ua,104.18.15.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://dergachi-mr.gov.ua,178.20.153.85,"01032, Ukraine, Kiev bul. Tarasa Shevchenko 36b, office 15","['178.20.152.0', '178.20.153.255']",FREEHOST-DC,50.441147,30.497696
http://desn-rada.gov.ua,185.68.16.162,"Hosting Ukraine LTD PO Box 65 04112, Kiev, Ukraine","['185.68.16.0', '185.68.16.255']",HUPROXY,50.466847,30.449383
http://dklg.kmu.gov.ua,195.78.68.7,"Hrushevsky St, 12/2, Kyiv 01008 Ukraine","['195.78.68.0', '195.78.69.255']",kmu,50.447295,30.536918
http://dlgr.gov.ua,91.200.42.15,"P.E. Kravchenko K.V., P.O. Box 265, Kyiv-222, 02222, Kiev, Ukraine","['91.200.40.0', '91.200.43.255']",HVOSTING-NET,50.509303,30.607619
http://dl.kr-admin.gov.ua,195.62.15.59,"Shevchenko st. 10, Kirovograd, 25006, Ukraine","['195.62.14.0', '195.62.15.255']",SHTORM-NET,48.51,32.27
http://dls.gov.ua,92.244.99.205,"Akad. Krymskogo str. 4a, office 339 03680, Kyiv Ukraine","['92.244.96.0', '92.244.99.255']",KIEVNET-BONE1,50.447295,30.536918
http://dmsu.gov.ua,213.156.91.80,"83b Melnikova str. Kyiv, Ukraine","['213.156.91.0', '213.156.91.255']",USS-NET,50.516366,30.253917
http://dna.arbitr.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://dna.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://dn.arbitr.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://dn.gov.ua,195.24.153.42,"Glinki st. 7, room 1003 Ukraine, Dnipro, 49000","['195.24.153.0', '195.24.153.255']",CSA,48.468022,35.041771
http://dnpb.gov.ua,194.44.147.62,"UARNet Ukrainian Academic and Research Network 1 Svientsitsky Street, Lviv 79011, Ukraine","['194.44.0.0', '194.44.255.255']",UA-ZZ-940217,49.82385,24.033702
http://dnrada.gov.ua,91.239.232.37,"st. Yuriya Popravky, 4/39-A, of. 379 02094 Kyiv UKRAINE","['91.239.232.0', '91.239.235.255']",UA-HOSTPROLAB,50.454209,30.637312
http://donbassrada.gov.ua,93.190.42.98,"Private company ""Ukrainian hosting"" street Turgenevskaya, 59 Kiev Ukraine","['93.190.40.0', '93.190.43.255']",UHUA,50.469224,30.519633
http://donoda.gov.ua,195.24.153.42,"Glinki st. 7, room 1003 Ukraine, Dnipro, 49000","['195.24.153.0', '195.24.153.255']",CSA,48.468022,35.041771
http://dpa.arbitr.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://dpa.court.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://dp.arbitr.gov.ua,212.90.190.139,"vul. S. Khokhlovyh, 15 Kiev, Ukraine, 04050","['212.90.190.128', '212.90.190.191']",UKRCOM-CUSTOMER-NET,50.46486,30.477626
http://dpsu.gov.ua,31.128.67.61,"Ukraine, Kyiv 03110, 54A, Narodna str.","['31.128.67.0', '31.128.67.255']",ORG-VC110-RIPE,50.449612,30.494666
http://drda.gov.ua,194.53.196.4,Revutskogo 5 02091 Kiev UKRAINE,"['194.53.196.0', '194.53.196.255']",UA-ULTRALINK-20180921,50.418641,30.654916
http://drohobych-rda.gov.ua,185.68.16.121,"Hosting Ukraine LTD PO Box 65 04112, Kiev, Ukraine","['185.68.16.0', '185.68.16.255']",HUPROXY,50.466847,30.449383
http://dsbt.gov.ua,185.250.20.243,"03022, UKRAINE, Kyiv, Vasylkivska str., 37","['185.250.20.0', '185.250.23.255']",UA-GIGACLOUD-20180316,50.393589,30.488978
http://dspace.nbuv.gov.ua,194.44.37.141,"Bogolyubov Institute for Theoretical Physics Metrologicheskaya 14b Kyiv 03143, Ukraine","['194.44.37.0', '194.44.37.255']",BITP-NET,50.366402,30.478992
http://dubrynichi-rada.gov.ua,185.68.16.200,"Hosting Ukraine LTD PO Box 65 04112, Kiev, Ukraine","['185.68.16.0', '185.68.16.255']",HUPROXY,50.466847,30.449383
http://dunrada.gov.ua,93.190.45.55,"Private company ""Ukrainian hosting"" street Turgenevskaya, 59 Kiev Ukraine","['93.190.44.0', '93.190.47.255']",UHUA2,50.469224,30.519633
http://dus.gov.ua,195.64.224.94,"office 335, 2, V.Shimanovskogo str., 02125, Kyiv, Ukraine","['195.64.224.0', '195.64.225.255']",ELVISTI-1,50.475271,30.596639
http://dv.kr-admin.gov.ua,195.62.15.59,"Shevchenko st. 10, Kirovograd, 25006, Ukraine","['195.62.14.0', '195.62.15.255']",SHTORM-NET,48.51,32.27
http://dykanka.adm-pl.gov.ua,91.219.220.38,"Solver Ltd 1100-letiya Poltavy, 2 Poltava, Ukraine","['91.219.220.0', '91.219.223.255']",SOLVERNET,49.5897,34.5508
http://dzz.gov.ua,185.109.54.70,"Lepse Blvd., 4 Kyiv, Ukraine","['185.109.54.0', '185.109.54.255']",UA-OMEGATELECOM,50.25,30.5
http://egypt.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://ekhmilnyk.gov.ua,45.135.0.97,"NY, USA","['45.135.0.0', '45.135.0.255']",ip4secure-net,40.754398,-73.993057
http://estonia.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://ethiopia.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://finland.mfa.gov.ua,104.18.15.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://france.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://gadyach.adm-pl.gov.ua,91.219.220.38,"Solver Ltd 1100-letiya Poltavy, 2 Poltava, Ukraine","['91.219.220.0', '91.219.223.255']",SOLVERNET,49.5897,34.5508
http://garden.gov.ua,136.243.14.123,Hetzner Online GmbH Industriestrasse 25 D-91710 Gunzenhausen Germany,"['136.243.14.64', '136.243.14.127']",HETZNER-fsn1-dc12,49.124827,10.780514
http://gayvoron.kr-admin.gov.ua,195.62.15.59,"Shevchenko st. 10, Kirovograd, 25006, Ukraine","['195.62.14.0', '195.62.15.255']",SHTORM-NET,48.51,32.27
http://genichesk-rda.gov.ua,91.234.35.40,"Belogorodskaya str., 11a 08154 Boyarka UKRAINE","['91.234.32.0', '91.234.35.255']",THEHOST-NETWORK-2,47.4115568,23.8633268
http://genich-rada.gov.ua,176.114.1.160,"Belogorodskaya str., 11a 08154 Boyarka UKRAINE","['176.114.0.0', '176.114.15.255']",THEHOST-NETWORK-3-6,47.4115568,23.8633268
http://geo.gov.ua,104.21.7.161,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://georgia.mfa.gov.ua,104.18.14.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://germany.mfa.gov.ua,104.18.15.64,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://girsivska-gromada.gov.ua,172.67.203.9,101 Townsend Street San Francisco CA 94107 United States,"['172.64.0.0', '172.71.255.255']",CLOUDFLARENET,37.78023,-122.39047
http://glh.sm.gov.ua,193.34.92.244,"Sumski Telecom Systems Ltd 21 Internatsionalistiv street, Sumy, 40034, Ukraine","['193.34.92.0', '193.34.95.255']",TKSYS-NET,51.0,34.0
http://globyne.adm-pl.gov.ua,91.219.220.38,"Solver Ltd 1100-letiya Poltavy, 2 Poltava, Ukraine","['91.219.220.0', '91.219.223.255']",SOLVERNET,49.5897,34.5508
http://golos.kievcity.gov.ua,104.18.13.30,101 Townsend Street San Francisco CA 94107 United States,"['104.16.0.0', '104.31.255.255']",CLOUDFLARENET,37.78023,-122.39047
